Category,Year,Title,Author,Text,topic_prediction,probabilities
DDR,1973,Enfant perdu,Wolf Biermann,"Der kleine Flori Have. Zwei-Meter-Mann, das brave, das uralt kluge Kind ist abgehaun nach Westen mit seiner derzeit Festen - Wie die wohl rüber sind? Er ist hinüber - enfant perdu. Ach, kluge Kinder sterben früh. Von Ost nach West - ein deutscher Fall. Laß, Robert, laß sein! Nee, schenk mir kein' ein! Abgang ist überall. Er war doch sonst kein Plattkopf. War helle unterm Haarschopf und hatte Herz und Witz. Jetzt ist er meine Trauer. Jetzt hockt er hinter der Mauer. und glaubt, daß er vor ihr sitzt. Er ist hinüber - enfant perdu. Ach, kluge Kinder sterben früh. Von Ost nach West - ein deutscher Fall. Laß, Robert, laß sein! Nee, schenk mir kein' ein! Abgang ist überall. Du Robert, Genosse Ganove, sitzt da wie der letzte Doofe, voll Cognac und voll Scham. Warum mußte Flori flüchten? Was wird bloß aus unseren Früchten? Dein Apfel fiel weit vom Stamm. Er ist hinüber - enfant perdu. Ach, kluge Kinder sterben früh. Von Ost nach West - ein deutscher Fall. Laß, Robert, laß sein! Nee, schenk mir kein' ein! Abgang ist überall. He, Walterchen, kalter Alter, du großer Menschenverwalter! Was sagst du zu diesem Sturz? Na klar, du hast recht und Kanonen. Gemessen an siebzehn Millionen ist Flori Have ein Furz. Er ist hinüber - enfant perdu. Ach, kluge Kinder sterben früh. Von Ost nach West - ein deutscher Fall. Laß, Robert, laß sein! Nee, schenk mir kein' ein! Abgang ist überall. Der ausgeflippte Have, hier war er ein dreister Sklave, dort macht er den linken Clown. Wer abhaut aus dem Osten, der ist auf unsere Kosten von sich selber abgehaun. Er ist hinüber - enfant perdu. Ach, kluge Kinder sterben früh. Von Ost nach West - ein deutscher Fall. Laß, Robert, laß sein! Nee, schenk mir kein' ein! Abgang ist überall. Laß, laß in die Binsen gehen, damit wir im Osten sehen, daß der, der abfällt, fällt! Wir machen hier Sozialismus trotz Rotz und Stalinismus und öffnen uns noch die Welt. Er ist hinüber - enfant perdu. Ach, kluge Kinder sterben früh. Von Ost nach West - ein deutscher Fall. Laß, Robert, laß sein! Nee, schenk mir kein' ein! Abgang ist überall. Die DDR, auf Dauer, braucht weder Knast noch Mauer. Wir bringen es so weit! Zu uns fliehn dann in Massen die Menschen und gelassen sind wir drauf vorbereit'. Er ist hinüber - enfant perdu. Ach, kluge Kinder sterben früh. Von Ost nach West - ein deutscher Fall. Laß, Robert, laß sein! Nee, schenk mir kein' ein! Abgang ist überall. Ich scheiß was auf meine Lieder. Sie bringen ja nicht wieder all, die verloren sind. Trotzalledem ich schreibe und singe hier und bleibe für Flori Havekind.",Tanz der Helden und Feinde,1.0
DDR,1984,Niemand wird so wieder werden,Puhdys,Niemand wird so wieder werden So wie er mal war zuvor Niemand kommt zweimal auf Erden Durch ein und dasselbe Tor Niemand kann zurück sich regen Weil er immer reifer wird Niemand kann sich frei bewegen Hat er sich einmal verirrt Jeder lebt sein eignes Leben Atmet ein und atmet aus Will sich nicht im Schmerz ergeben Braucht mehr Liebe als Applaus Kaum einer ist wie ein andrer Kann nicht immer erster sein Mancher bleibt ewig ein Wandrer Auf der suche nach dem neuen  Jeder lebt sein eignes Leben Atmet ein und atmet aus Will sich nicht dem Schmerz ergeben Braucht mehr Liebe als Applaus Und so leben wir ein Leben Atmen ein und atmen aus Werden nehmen werden geben Zwischen Liebe und Applaus,Rauschen,0.0
DDR,1989,Deutsches Bier,Pankow,"Deutsches Bier Deutsches Bier Deutsches Bier Deutsches Bier Deutsches Bier Deutsche Gier frisst mich auf Im Niemands-Niemands-Niemandsland Gewalt ist neugeboren Im Niemands-Niemands-Niemandsland Ich brauche dich so dringend Ich brauche dich so dringend Deutsche Sucht saugt mich auf So schnell wie nur moeglich Wir koennen wieder trinken Wir koennen wieder saufen Wir koennen wieder verlieren Wir koennen wieder versagen Wir koennen wieder trinken Wir koennen wieder saufen Wir koennen wieder verlieren Wir koennen wieder versagen Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Deutsches Bier Deutsches Bier Deutsches Bier Geruch kommt von da unten Es ist so suess zu atmen Keine Angst mehr Und so viel zu sagen Ich brauche dich so dringend Ich brauche dich so dringend Gewalt, ist jetzt notwendig Wir sind so frei wie nie. Du schmeckst genau wie Blut Du schmeckst genau wie Milch Du schmeckst genau wie Schnee Du schmeckst genau wie Gift Du schmeckst genau wie Erde Du schmeckst genau wie Licht Du schmeckst genau wie Erde Du schmeckst genau wie Licht Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier Ja, ja, ja, deutsches Bier",Deutschland und die Schickeria,1.0
DDR,1981,Jungs,Karussell,"Sie sind erwachsen nicht und sind nicht mehr klein. Und haben Träume, die sind nicht mehr ganz rein. Und über'm Bett hängt Che Guevara neben einer nackten Frau. Geh'n noch zur Schule oder schon'n'n Betrieb. Und tun, als hätt’ sie überhaupt niemand lieb. Und finden ihrer Leute Leben viel zu eintönig und grau. Es ist die Zeit, in der man schreit: ""Lasst uns, wir sind nicht wie ihr! Die Welt ist groß, die Welt ist weit. Und wir werden sein nicht so mühsam und klein wie Mama und Papa und alle hier!"" Sie diskutieren über Gott und die Welt, laufen in Blue Jeans rum und pfeifen aufs Geld. Und was sie haben, geht für Platten drauf und Eintritt zu den Bands. Denn bei den Bands, da komm’n die Typen zusammen und die Musik ist wie’n geheimes Programm. Dazu den Schlüssel haben manchmal nur die ganz besonderen Fans. Es ist die Zeit, in der man schreit: ""Lasst uns, wir sind nicht wie ihr! Die Welt ist groß, die Welt ist weit. Und wir werden sein nicht so mühsam und klein wie Mama und Papa und alle hier!"" Es ist die Zeit, in der man schreit: ""Lasst uns, wir sind nicht wie ihr! Die Welt ist groß, die Welt ist weit. Und wir werden sein nicht so mühsam und klein wie Mama und Papa und alle hier!"" Sie sind ohne Frage auch dazu in der Lage, dank Mama, dank Papa und allen ihr.",Bedrohung der Erde durch Mensch und Technologie,0.7025621848164736
DDR,1981,Schulzeit,Transit,"Nach Jahren traf ich einen alten Freund ganz durch Zufall in unsrer’ Stadt. Uns kamen wieder die irren Storys in der Schulzeit in den Sinn. Weißt du noch wie es damals war, ersannen wir uns gern zurück. Und plötzlich war’n wir wieder in der 10b drin. Da drüben wir in Jeans und langes Haar und Levis, die war ziemlich ìn, es gab so manchen Lehrer der uns nicht verstand. Wir dachten uns oft Blödsinn aus, wir sangen in Musik mit Absicht falsch und in Chemie haben wir mal ’ne Rauchbombe abgebrannt. Und in der Pause heimlich geraucht, auch haben wir oft auch Spickzettel ausgetauscht. Und dann in Deutsch Gretchen und Faust, das hat uns interessiert, da wurde andächtig gelauscht. Die Schulzeit, ihr Ende haben wir oft ersehnt und denken vielleicht doch an sie ein Leben lang. Die Schulzeit, und manchmal wünschen wir uns heut’ nochmal zu sitzen unbeschwert auf uns'rer Bank. Wir trugen große Gürtelschnallen, T-Shirts und Hemden bunt bedruckt, markierten den großen Mann in der Schule und zu Haus'. Ansonsten war’n wir ’ne lahme Truppe, wenn's nicht drauf ankam, war’n wir dabei, und manchen Streich hat man uns verzeih’n, mit sechzehn flippt man schnell mal aus. Und in der Pause heimlich geraucht, auch haben wir oft auch Spickzettel ausgetauscht. Und dann in Deutsch Gretchen und Faust, das hat uns interessiert, da wurde andächtig gelauscht. Die Schulzeit, ihr Ende haben wir oft ersehnt und denken vielleicht doch an sie ein Leben lang. Die Schulzeit, und manchmal wünschen wir uns heut’ nochmal zu sitzen unbeschwert auf uns'rer Bank.","Begegnung, Freundschaft, Erinnerungen",1.0
DDR,1978,Wie im Film,Reform,"Gestern war noch alles klar zwischen ihr und mir und die Sache lief schön rund. Heute seh’ ich nicht mehr durch und ich halt mich fest am Bier, so langsam komm ich auf den Hund. Sie ging auf und davon, in der Hand den Karton, den sie hatte, als sie zu mir kam. Ohne Wort ging sie fort und sie sagte nur: ""Ich geh"" und gestern war noch alles o.k. Gestern war noch alles klar und sie hat auch nie gefragt, wenn ich abends nicht zu Hause bin. Ich gab ihr immer reichlich Geld und sie hat auch für mich gekocht, immer wenn ich wollte, war sie hier. Jetzt ist sie auf und davon, in der Hand den Karton, den sie hatte als sie zu mir kam. Ohne Wort ging sie fort und sie sagte nur: ""Ich geh"" und gestern war noch alles o.k. Und wie im Film seh’ ich sie gehn’, wirft sie ihr Haar in den Wind. Gestern war noch alles klar zwischen ihr und mir und die Sache lief schön rund. Heute seh' ich nicht mehr durch und ich halt mich fest am Bier, so langsam komm ich auf den Hund. Sie ging uf und davon, in der Hand den Karton, den sie hatte als sie zu mir kam. Ohne Wort ging sie fort und sie sagte nur: ""Ich geh"" und gestern war noch alles o.k. Und wie im Film seh’ ich sie gehn’, wirft sie ihr Haar in den Wind.","Liebe, Musik und Träume in Deutschland",1.0
DDR,1978,Deine Liebe und mein Lied,Holger Biege,"Wenn der letzte Ton verklingt, wenn der letzte Beifall sinkt, wenn ich denk', es ist geschafft und ich stehl' mich von der Bühne so ganz matt, ja dann finden sich deine Liebe und mein Lied. Ha la la la la la la la la Baby Ha la la la la la la la la Baby Nicht von deinem Mund kam es, meine Hand schrieb dir nicht eine Note vor und trotzdem finden sich deine Liebe und mein Lied. Wenn mich heiße Sehnsucht treibt und mir doch nur Hoffnung bleibt, wenn ich seh an manchen Tagen, wie gut und auch wie schwer es and're haben, Und mir dann scheint, ich tu' noch viel zu wenig, ja dann finden sich deine Liebe und mein Lied. Ha la la la la la la la la Baby Ha la la la la la la la la Baby Nicht von deinem Mund kam es, meine Hand schrieb dir nicht eine Note vor und trotzdem finden sich deine Liebe und mein Lied. Wenn mich heiße Sehnsucht treibt und mir doch nur Hoffnung bleibt, wenn ich seh an manchen Tagen, wie gut und auch wie schwer es and're haben, Und mir dann scheint, ich tu' noch viel zu wenig, ja dann finden sich deine Liebe und mein Lied. Ha la la la la la la la la Baby Ha la la la la la la la la Baby Ha la la la la la la la la Baby Ha la la la la la la la la Baby...",Rauschen,0.0
DDR,1982,Oh wie würd ich euch beneiden,Jürgen Kerth,"Es ist Sonntag um halb drei, da kommt ihr aus euren Kabinen. Mit frischen gewaschenen Dress' und neuen Stollen an den Schuh'n und dem festen Willen, heut zu siegen. Ihr spielt Kreisklasse zwei, doch was ist schon dabei. Dass ihr spielt, nur das ist für euch wichtig. Und danach wird noch gefeiert, ob gesiegt oder verloren. Für beides ist ein Stiefel richtig. Oh, wie würd' ich euch beneiden um diesen großen Spaß, hätt' ich nicht das. Und vor dem ersten Hahnenschrei, da steht ihr beide auf, der Angler und sein Sohn. Ihr holt das Moped aus dem Schuppen und ihr fahrt zum See hinaus. Die größten Fische warten schon. Und es macht euch auch nichts aus, kommt ihr ohne Fang nach Haus nach vielen langen Stunden. Denn ihr habt ja verträumt nach den Wellen geschaut und ein wenig Ruhe gefunden. Oh, wie würd' ich euch beneiden um diesen großen Spaß, hätt' ich nicht das. Ihr freut euch schon die ganze Woche auf den Abend in eurem Klub. Und ihr habt gerade so ein paar Karten bekommen, denn die Band spielt 'nen guten Swing. Ihr trefft dort eure Freunde, tanzt, lacht, quatscht dies und das. Der Abend vergeht wie im Flug. Und ihr sagt zu euren Kumpels, wenn ihr nach Hause geht: Macht's gut bis nächste Woche hier im Klub. Oh, wie würd' ich euch beneiden um diesen großen Spaß, hätt' ich nicht das.",Rauschen,0.0
DDR,1990,Stille Invasion,Sandow,"Stell dir vor ein großer Saal. Stell dir vor auch du wärst da. Stell dir vor es lacht keiner. Stell dir vor ich war auch so einer. Weißt du, was ich meine mit doppelkinn und Deppen sind nette Leute? Weißt du, warum ich so bekleckert bin? Ich war zwischen oben und unten. Gib niemand' deine Hand, man lässt sie nicht los. Schenk niemand' deinen Kopf, du kriegst ihn nie wieder. Schau mich an, einen Arm hab' ich bloß. Griff zur Reserve, Krankheit wird kommen, die Invasion schleicht sich in mein Ohr und baut die Front auf Gülle, Galle, Geifer. Fremder Hasenscharte kommt, kommt, kommt, doch Front bricht zusammen. Brutales Zwischenfeld liegt unbestellt den zarten Gemütern. Ihre kleine Rebellion. Es strömt in mich ein es bricht aus mir aus. Es strömt in mich ein es bricht aus mir aus. Peinlich oft sprichst du von Illusion. Schleichend werden wir privater. Schleichend in jedem Ohr. Schleichend bleibt was hängen. Schleichend verloren es zieht mich von oben. Ich halt' mich unten fest. Zwanzig Panzer, zwanzig Pferde auf jeder Seite. Ich suche ein Beil. Ich finde ein Beil. Und ich hacke mir den oberen Arm ab. Gerettet.",Rauschen,0.0
DDR,1988,Bis ich wieder steh’,Petra Zieger,"Wenn der Sommer aus meinen Träumen flieht und aus meinem Herz, meinem Lied. Wenn ich Fröste fühle vor dem Frost, und die bittre Neige der Trauer kost`. Und kein anderer Ausweg außer dir, dann nimm mich auf und schütze mich vor mir. Wenn ich mir keinen Reim mehr vormachen kann und versteh` nicht mehr, eck` nur an. Weil das Gute in das Böse sich verkehrt. und die Fähnchen drehn sich unbeschwert. Und kein anderer Ausweg außer dir, dann nimm mich auf und schütze mich vor mir. Bis ich wieder steh`, bis ich wieder geh`, bis ich wieder lieben kann und das Gute seh`. Bis ich wieder steh`, bis ich wieder geh`, bis ich wieder lieben kann und das Gute seh`. Solange lass mich ausruhn. Wenn die Worte nur bunte Lügen sind, musst du schweigen und sie nicht sagen. Wenn die Kriecher sich aalen satt und blind, sieh nur hin, du kannst es ertragen. Und wenn die Tröster Geduld wollen nur, dann hör weg, du bist ja so geduldig. Doch wenn du irgendwo ein Unrecht siehst, wehre dich und mach dich nicht schuldig. Wenn dir kein anderer Ausweg bleibt außer mir: Ich nehm` dich auf und find` die Kraft mit dir. Bis ich wieder steh`, bis ich wieder geh`, bis ich wieder lieben kann und das Gute seh`. Bis ich wieder steh`, bis ich wieder geh`, bis ich wieder lieben kann und das Gute seh`. Solange lass mich ausruhn.",Mondlicht und Sehnsucht,1.0
DDR,1985,Wie oft schon,Gerhard Schöne,Wie oft schon fand ich deine Lippen Wie oft schon hab ich dich geschmeckt Wie oft war mein Arm dir ein zärtliches Kissen Wie oft habe ich dich entdeckt? Wie oft schon nahm ich nur das meine Wie oft hab ein Wort ich verpasst Wie oft war mein Arm wohl für dich eine Fessel Wie oft war ich dir eine Last? Wie oft noch wirst du mich erdulden Wie oft bin ich rettendes Floss Wie oft werde ich dich trotz Dunkel erkennen Wie oft noch läßt du mich nicht los?,Rauschen,0.0
DDR,1984,Arbeitsschluss,Rockhaus,"16 Uhr, Arbeitsschluss, raus aus der Bahn und rein in den Bus. Der Bus hält an, alles raus, es ist 16 Uhr, Arbeitsschluss. Volle Taschen, die Eier zerdrückt, ’ne Brille zertreten, einige schreien wie verrückt, so Gerüchte ziehen mit uns umher, flippern im städtischen Nahverkehr. ""Aua"", hört man sie schreien, schubst du mich, schubs' ich dich, ja, das wird wieder sein. Arbeitsschluss, drängeln und trampeln, Arbeitschluss, schubsen und rampeln. Arbeitsschluss, drängeln und trampeln, Arbeitschluss, schubsen und rampeln. Arbeitsschluss, drängeln und trampeln, Arbeitschluss, schubsen und rampeln. Die meisten haben jetzt ihr Ziel erreicht, die anderen sind vom Regen aufgeweicht. Alles, was ich hatte, hab' ich verloren, einer drückt mir meine Pickel aus den Poren. Mann, ist das eng, ich krieg' keine Luft und dann noch dieser tolle Duft von Rülps und Pubs und Käsefuß. Es ist 16 Uhr, Arbeitsschluss. ""Aua"" hört man sie schreien, schubst du mich, schubs' ich dich, ja, das wird wieder sein. Arbeitsschluss, drängeln und trampeln, Arbeitschluss, schubsen und rampeln. Arbeitsschluss, drängeln und trampeln, Arbeitschluss, schubsen und rampeln. Arbeitsschluss, drängeln und trampeln, Arbeitschluss, schubsen und rampeln. Arbeitsschluss, drängeln und trampeln, Arbeitschluss, schubsen und rampeln. Arbeitsschluss, Arbeitsschluss, es ist Arbeitsschluss, Arbeitsschluss. Arbeitsschluss.",Auto fahren,1.0
DDR,1986,Eine Nacht,Stern Meißen,"Den ganzen Tag und jede Nacht. Doch Liebe kann sich keiner fangen. Sie hat mich immer ausgelacht. Wie die Tropfen der Einsamkeit lief mein Leben an mir vorbei. So hast du mich hier gehalten. Gut war diese Nacht. Eine Nacht in der Ewigkeit. Eine Nacht wie im Fieber. Eine Nacht in der Ewigkeit. Eine Nacht wie im Fieber. Die Zukunft soll mich nicht betrüben. Ich spür die Kraft, die alles sprengt. Das Ereignis in meinem Leben hat in mir die Angst versenkt. Denn ich spür’ durch und durch Tautropfen auf unsrer Haut. Gibt es eine Ewigkeit, ist es diese Nacht. Eine Nacht in der Ewigkeit. Eine Nacht wie im Fieber. Eine Nacht in der Ewigkeit. Eine Nacht wie im Fieber.",Mondlicht und Sehnsucht,0.8879730411805951
DDR,1987,Als ich fortging,Karussell,"Als ich fortging, war die Straße steil - kehr wieder um, nimm an ihrem Kummer teil, mach sie heil. Als ich fortging, war der Asphalt heiß - kehr wieder um, red ihr aus um jeden Preis, was sie weiß. Nichts ist unendlich, so sieh das doch ein. Ich weiß, du willst unendlich sein - schwach und klein. Feuer brennt nieder, wenn’s keiner mehr nährt. Kenn' ja selber, was dir heut widerfährt. Als ich fortging, war'n die Arme leer - kehr wieder um, mach’s ihr leichter einmal mehr, nicht so schwer. Als ich fortging, kam ein Wind so schwach - warf mich nicht um. Unter ihrem Tränendach war ich schwach. Nichts ist unendlich, so sieh das doch ein Ich weiß, du willst unendlich sein, schwach und klein. Nichts ist von Dauer, wenn’s keiner recht will. Auch die Trauer wird da sein, schwach und klein.",Rauschen,0.0
DDR,1986,Feuer im Eis,Ralf Bursy,"Babylove, du hast heute Nacht alles in mir durcheinander gebracht. Nahmst mich wie ein spielendes Kind. Bei dir war ich wie die Fackel im Wind. Babylove, du sagtest zu mir, Leben heißt Lieben. Nun bin ich bei dir. Deine Hände waren wie du, magische Kraft und das Schweigen dazu. Du nimmst mich und du lässt mich fall’n. Ich möchte schreien. Feuer im Eis, Feuer im Eis. Wenn ich doch wüsste, was du verschweigst. Feuer im Eis, Feuer im Eis. Leben heißt Lieben, für welchen Preis? Babylove, sag’, was ich tue. Du bist wie Fieber in meinem Blut. Du bist kalt und zärtlich zu mir. Trotzdem wär’ ich gerne immer bei dir. Du bist die Nacht, du bist das Licht. Ich brauche dich. Feuer im Eis, Feuer im Eis. Wenn ich doch wüsste, was du verschweigst. Feuer im Eis, Feuer im Eis. Leben heißt Lieben, für welchen Preis? Feuer im Eis, Feuer im Eis. Wenn ich doch wüsste, was du verschweigst. Feuer im Eis, Feuer im Eis. Leben heißt Lieben, du machst mich reich. Feuer im Eis, Feuer im Eis. Leben heißt Lieben, für welchen Preis?",Rauschen,0.0
DDR,1983,Die wundersame Geschichte von Gabi,Pankow,"Gabi hat gefragt und der Vater hat ""ja"" gesagt. Gabi darf zur Disko geh`n. Also macht sie sich ran, zieht ihren Kosmosanzug an. Der ist grün und raschelt so schön. Sie guckt in den Spiegel und frisiert sich den Igel. Nein, sie ist nicht so schön wie Carola. Das weiß sie sehr gut, doch trotzdem macht sie sich Mut. Wenn keiner mit mir tanzt, trink ich halt `ne Cola. Doch davon wird sie nicht froh und sie verzeiht sich irgendwann auf`s Klo. Sogar Peter ist heut` scharf auf Carola. Was macht sie denn bloß, sie zieht am dicken Reißverschluss. Und sie vergisst ihre Cola. Die Düsen gehen an, die Flügel fahren aus. Durch das kleine Gitterfenster schießt sie in den Himmel raus. Und sie fliegt! Und sie fliegt! Ja, sie fliegt! Und sie denkt an die Sekunden nach den Erdkundestunden, da hatte sie schon dieselben Methode. Als der Globus heimlich rollte und sie flog wohin sie wollte. So klein ist Blankerode. Vater streckt sie die Zunge raus und Carola die kann ihr jetzt mal, und Peter, ha Peter, sogar Peter ist ihr auch ganz egal. Und sie fliegt! Und sie fliegt! Ja, sie fliegt!",Rauschen,0.0
DDR,1975,Abendlied,Veronika Fischer,"Sei ganz leise, sei nicht ängstlich. Schau, er hat dich doch so gerne. Über deinem kleinen Bettchen schaukeln Sonne, Mond und Sterne. Seine Hand, die große, schwere, quetscht die deine dir entzwei. Und sein Mund, der große, dunkle, summt ein schönes Lied dabei. Kindlein, lass dich küssen, Kindlein, gute Nacht! Wirst nun schlafen müssen, hast genug gewacht. Schließ zu die gold'nen Äuglein, schlaf ein, schlaf ein, schlaf ein, mein liebes Kindelein! Schlafe ein, du kleine Tochter! Auch in dieser dunklen Nacht sitzt dein Vater noch am Bettchen und hält wacht. Ob am Abend, ob am Morgen, sei es spät auch, sei es früh, wird er immer wieder kommen, seine Liebe schlummert nie. Kindlein, lass dich küssen, Kindlein, gute Nacht! Wirst nun schlafen müssen, hast genug gewacht. Schließ zu die gold'nen Äuglein, schlaf ein, schlaf ein, schlaf ein, mein liebes Kindelein!",Rauschen,0.0
DDR,1980,Das Bild,Electra,"Wie sie schwebt, schwebt, über Wolken dahin, da geht der Papst auf die Knie. Und die Blitzgewohnte, geblendet, sieht fort, einhält die Artillerie. Setzten nicht gar Soldaten ihr Leben ein aus Kellernacht und Minen sie zu befrei'n, dass nicht zerstört wird, was uns gehört, uns den Menschen und nicht einem Volk. Ah, ah herrliche Frau, Himmel und Erde in eins. Ah, ah herrliche Frau, es ist unsere Frau. Wie sie lebt, lebt, nicht als Heiligenschein, sondern ist Fleisch und ist Blut. Und gebor'n zu leben, bis dass man stirbt, Furchtsam ihr Blick doch voll Mut. Halten nicht wir in Ehren ihr Angesicht, die wir versteh'n, dass es vom Menschen spricht. Kleinmut und Stolz aus diesem Holz, schuf der Mensch sich am sechsten Tag Gott. Ah, ah herrliche Frau, Himmel und Erde in eins. Ah, ah herrliche Frau, es ist auch unsere Frau. Ah, ah herrliche Frau, jeder Mensch sieht in ihr eins. Ah, ah herrliche Frau, es ist auch unsre Frau.",Tanz der Helden und Feinde,1.0
DDR,1977,Und ich liebe Dich,Karat,Die Stille der Nacht hat mein Herz aufgemacht und mich gefangen für dich. Im Dämmerlicht drück’ ich schnell dein Gesicht und dann zieh’ ich mich an. Ich lösch’ das Licht: Mach’s gut und vergiss mich nicht. Die Tür schließt sich hinter mir. Dein Lied es klingt in mir fort und singt: Und ich liebe dich. Ich mach’ heut’ mein Fenster auf und lach’ in den Tag hinaus. Auch die Tür hinter mir mach’ ich wieder auf.,Mondlicht und Sehnsucht,1.0
DDR,1985,Sei willkommen,Gerhard Schöne,"Nahe unter Mutters Herzen Schwebt er leicht, der kleine Träumer Bald beginnt die schwere Reise Bald betritt er den Planeten Jetzt muss er sich vorbereiten Dass heisst, muss wachsen schlafen Dass heisst, er muss sich bewegen Und dann auf die Landung warten Hast du das Signal vernommen Kleines Wesen sei willkommen Sei willkommen hier auf Erden Du sollst werden glücklich Wo wirst du die Welt betreten Wird man dich auf Kissen betten Schläfst du in Kartons aus Pappe Zugedeckt mit einer Zeitung Wie wird man dich hier empfangen Mit dem Bandmaß und der Waage Mit Umarmungen und Küssen Wird man lachen oder fluchen Hast du das Signal vernommen Kleines Wesen sei willkommen Sei willkommen hier auf Erden Du sollst werden glücklich Wirst du eine Nummer kriegen Oder einen Kosenamen Wirst du Hungerschreie hören Oder Schlager aus dem Radio Werden sie dich lieben, achten Oder wollen sie dich dressieren Wirst du stehlen lernen müssen Oder Schokolade essen  Wirst du einst umjubelt werden Oder lebst du unbeachtet Bist du eingeplant für’s Schlachtfeld Oder wirst du selbst befehlen Wirst du aufstehen gegen Unrecht Oder wirst du schweigend dulden Werden sie dich wachsen lassen Zu dem Menschen der du sein willst ",Rauschen,0.0
DDR,1981,Tanz mit der Sphinx,Karat,"Aus der Ferne erscheint dein Gesicht, schön wie der Tag, den man nicht mehr vergisst. Du bist wie Atlantis, die in Fluten versinkt. Wir hatten Hunger nach Glück in den Felsen am Strand wie sie. Du bist eine Glocke, die dunkel erklingt. Wir hatten Hunger nach Glück wie der Fluß nach dem Meer irgendwann. Doch ich war ein Pirat, hab’ die Taue gekappt wie ein Fremder, hab' Juwelen gesucht und Korallen geraubt. Ich hab' die Tränen verflucht und das Pendel der Uhr vor dem Abschied. Er zerbrach wie ein Glas, noch bevor es begann. Hundert Scherben aus dunklem Rubin brennen tief in die Haut die Erinnerung ein. Du bist eine Glocke, die immer noch ruft. Ich hab' die Zweifel versenkt in den Klippen am Strand unterwegs. In der Ferne verweht dein Gesicht. Und es verliert sich die Spur wie die Perlen im Sand irgendwo. Ich gehe als Fremder hinaus in den Regen und ich tanze und tanze einen Tanz mit dem Regen.",Romantische Liebe am Meer,0.6859708703990948
DDR,1976,Petrus stell die Sonne ab,Express,"Hat der Himmel sein herrlichstes Blau und man selbst die herrlichste Frau, fährt man fort, fährt man fort in die Au, so ins Blau, so ins Blau. Doch spürt man, wie das Blau selber sich, steht man vor dem Sonnenstich. Petrus, stell die Sonne ab, eh' sie alles verbrennt. Alle Welt wird müd' und schlapp und am End' noch impotent. Wunderbar dieses Grün, dieses Grün, und die Wiesen, die Blumen, die blüh'n. Wunderbar, wenn die Schwalben so zieh'n und das Kind auf dem Rücksitz wird grün. Und mir selber ist grün jedes Jahr, der Heuschnupfen - wunderbar. Petrus, stell die Sonne ab, eh' sie alles verbrennt. Alle Welt wird müd' und schlapp und am End' noch impotent. Wie es lockt, dieses herrliche Rot auf dem Kirschbaum und schau wie es loht. Rot am Himmel zum Abendbrot, fährt zur Disco und spielt Herbert Roth. Und man selber rot wie ein Krebs, liegt solo im Bett, Gott vergeb’s. Petrus, stell die Sonne ab, eh' sie alles verbrennt. Alle Welt wird müd' und schlapp und am End' noch impotent. Petrus, stell die Sonne ab, eh' sie alles verbrennt. Alle Welt wird müd' und schlapp und am End' noch impotent.",Rauschen,0.0
DDR,1975,Steine-Lied,Wolf Biermann,"Steine Steine Steine, mein Lieb, und Steine. All meine Wahrheiten sind mir ja Steine geworden: Steine im Weg und Steine in der Kehle und Stein auf der Seele und Stein in der Brust, in den leeren, den wehrenden Händen: Steine Steine Steine, mein Lieb, und Steine. Wie, ach wie soll ich die Zeit dir der Kirschen. Wie soll ich singen, wenn mir das Gesindel mit all dem Schwindel mein armes Maul stopft. Mit meiner Wahrheit, Blindheit und Klarheit. Mein Stein und dein Stein. In jeder Faust ein', so spiele ich dir die Gitarre: Steine Steine Steine, mein Lieb, und Steine. Meine Genossen, die Götter, die Schweine, werfen auf mich ihren Spott. Ihr Steine hab ich gefressen und gut verdaut, habe Tränen geschluckt und Blut gespuckt. Nichts wird vergessen von all dem Morden. Genossen, das seid ihr mir worden: Steine Steine Steine, mein Lieb, und Steine. Au! Meine Birne! Die Stirn! Meine Steine warf ich und traf mich und straf mich alleine. Dass ich kein' Weg find', über die Augen rinnt mir der Saft. Rot, dieser Hass. Wie blind macht das! Liebe macht Spaß, Mädchen. Lass das! Wisch ab das und weine: Steine Steine Steine, mein Lieb, und Steine. Und meine Worte, die alle nicht trafen. Und all die Stummen und Dummen und Braven. Zu wessen Glück, sag, schlafen die Steine dort? Wo wir uns finden, mein Lieb, untern Linden. Wo wir uns fassen und uns nicht lassen und uns verpassen mang all die Massen bin ich alleine. Zu wessen Glück, sagt mir! Schlafen die Steine dort, wo graue Furcht ist und laues Hassen - die Pflastersteine, sie träumen noch tief in den Straßen: Steine Steine Steine, mein Lieb, und Steine.",Rauschen,0.0
